Trial_Index,Task_Completion_Time
1,10.56767
2,6.681244
3,2.334663
4,8.485546
5,2.361031
6,8.734913
7,4.416676
8,8.029652
9,2.957569
10,21.92588
11,2.334435
12,2.555
13,4.152275
14,2.291801
15,6.805832
16,8.971512
17,2.056335
18,4.095901
19,12.59801
20,3.277298
21,3.000198
22,2.194046
23,9.902985
24,4.055603
25,2.027405
26,3.944489
27,3.278091
28,5.680054
29,1.943771
30,6.528564

Metric,Value
Average_TCT,5.606282
Total_Success,26
Total_Failure,4
Total_Trials,30
