Trial_Index,Task_Completion_Time
1,4.384706
2,5.903169
3,2.416893
4,2.707838
5,3.528027
6,3.639925
7,3.597412
8,4.233986
9,3.332859
10,4.403656
11,5.499619
12,3.958176
13,12.70949
14,8.400543
15,2.902283
16,3.193756
17,6.207886
18,3.918884
19,3.752304
20,4.481865
21,5.570076
22,4.221596
23,4.611259
24,2.930573
25,0.3051147
26,2.59819
27,3.860031
28,2.543404
29,5.859238
30,3.639771

Metric,Value
Average_TCT,4.310418
Total_Success,28
Total_Failure,2
Total_Trials,30
