Trial_Index,Task_Completion_Time
1,4.258327
2,2.097826
3,2.86117
4,2.667322
5,3.751703
6,1.318649
7,2.527496
8,1.929882
9,2.694546
10,1.902824
11,2.98571
12,1.763702
13,1.833351
14,1.642311
15,5.024338
16,1.499977
17,1.901165
18,2.723701
19,1.902836
20,3.971001
21,0.9028358
22,1.918392
23,2.457916
24,3.208466
25,2.472137
26,2.708099
27,2.153046
28,1.667114
29,3.527397
30,1.499847

Metric,Value
Average_TCT,2.459103
Total_Success,29
Total_Failure,1
Total_Trials,30
