Trial_Index,Task_Completion_Time,isSuccess
1,18.44592, True
2,10.62523, True
3,6.472183, False
4,8.805656, True
5,16.17123, False
6,11.86194, True
7,4.304085, False
8,6.13858, True
9,58.23344, False
10,3.488876, True
11,12.13815, False
12,8.387146, False
13,11.27638, False
14,3.764999, True
15,6.250793, True

Metric,Value
Average_TCT,12.42431
Total_Success,8
Total_Failure,7
Total_Trials,15
